350,0.03
360,0.028
370,0.028
380,0.034
390,0.043
400,0.052
410,0.066
420,0.079
430,0.092
440,0.106
450,0.12
460,0.132
470,0.145
480,0.159
490,0.173
500,0.186
510,0.2
520,0.214
530,0.229
540,0.243
550,0.256
560,0.269
570,0.282
580,0.295
590,0.309
600,0.323
610,0.336
620,0.35
630,0.367
640,0.381
650,0.393
660,0.406
670,0.42
680,0.433
690,0.446
700,0.459
710,0.473
720,0.488
730,0.5
740,0.511
750,0.522
760,0.533
770,0.545
780,0.557
790,0.568
800,0.579
810,0.591
820,0.602
830,0.611
840,0.62
850,0.629
860,0.638
870,0.646
880,0.655
890,0.663
900,0.675
910,0.684
920,0.689
930,0.694
940,0.702
950,0.707
960,0.714
970,0.718
980,0.725
990,0.725
1000,0.716
1010,0.703
1020,0.677
1030,0.638
1040,0.578
1050,0.502
1060,0.415
1070,0.337
1080,0.277
1090,0.224
1100,0.18
